dataset,sample_idx,label_value,dice_native,dice_ds,morphology,task_id,subject_index,fg_frac,ctx_dice,thinness,tortuosity,branching_density,region_size,boundary_complexity,scattered_count,scattered_clustering,task_ambiguity,boundary_amp_scale,boundary_sigma_frac,boundary_keep_largest,position_jitter,support_query_shift,support_query_translate,support_query_scale,foreground_contrast,texture_heterogeneity,noise_level,context_copy_fraction,context_consistency,task_ambiguity_intensity,axis_identification,axis_segmentation
synth/elongated/amb0.55,205,1,0.0,0.0,elongated,1039,1,0.01458740234375,0.06706114610036214,0.7892392001875783,0.24166982011672566,0.731674737608305,0.24415652755094247,0.45633033651536337,17.0,0.31189893671053404,0.5157694833905977,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.5157694833905977,0.6215075260772752
synth/elongated/amb0.55,206,1,0.7077922224998474,0.7077922224998474,elongated,1039,2,0.0103759765625,0.18462114160259566,0.7892392001875783,0.24166982011672566,0.731674737608305,0.24415652755094247,0.45633033651536337,17.0,0.31189893671053404,0.5157694833905977,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.5157694833905977,0.6215075260772752
synth/elongated/amb0.55,207,1,0.2210884392261505,0.2210884392261505,elongated,1039,3,0.02801513671875,0.07571560641129811,0.7892392001875783,0.24166982011672566,0.731674737608305,0.24415652755094247,0.45633033651536337,17.0,0.31189893671053404,0.5157694833905977,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.5157694833905977,0.6215075260772752
synth/elongated/amb0.65,208,1,0.46198198199272156,0.46198198199272156,elongated,1068,0,0.0885009765625,0.08440074697136879,0.5626400841751852,0.864309324998813,0.36169628208296883,0.528764542521553,0.3271861319511,20.0,0.10353341547989103,0.6656168504380473,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.6656168504380473,0.5410738516567566
synth/elongated/amb0.65,209,1,0.2945248484611511,0.2945248484611511,elongated,1068,1,0.0672607421875,0.26219170292218524,0.5626400841751852,0.864309324998813,0.36169628208296883,0.528764542521553,0.3271861319511,20.0,0.10353341547989103,0.6656168504380473,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.6656168504380473,0.5410738516567566
synth/elongated/amb0.65,210,1,0.675595223903656,0.675595223903656,elongated,1068,2,0.0177001953125,0.288065105676651,0.5626400841751852,0.864309324998813,0.36169628208296883,0.528764542521553,0.3271861319511,20.0,0.10353341547989103,0.6656168504380473,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.6656168504380473,0.5410738516567566
synth/elongated/amb0.65,211,1,0.2655999958515167,0.2655999958515167,elongated,1068,3,0.01177978515625,0.010705596456925074,0.5626400841751852,0.864309324998813,0.36169628208296883,0.528764542521553,0.3271861319511,20.0,0.10353341547989103,0.6656168504380473,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.6656168504380473,0.5410738516567566
synth/tubular/amb0.45,212,1,0.3212302327156067,0.3212302327156067,tubular,1081,0,0.0980224609375,0.17846241841713587,0.3338138994551081,0.6040652725871614,0.4577474958431879,0.49012664521022803,0.7097363799893106,10.0,0.049683387233548704,0.4954242831753227,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4954242831753227,1.0
synth/tubular/amb0.45,213,1,0.4653465449810028,0.4653465449810028,tubular,1081,1,0.0609130859375,0.2324974536895752,0.3338138994551081,0.6040652725871614,0.4577474958431879,0.49012664521022803,0.7097363799893106,10.0,0.049683387233548704,0.4954242831753227,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4954242831753227,1.0
synth/tubular/amb0.45,214,1,0.47926828265190125,0.47926828265190125,tubular,1081,2,0.05267333984375,0.39139798283576965,0.3338138994551081,0.6040652725871614,0.4577474958431879,0.49012664521022803,0.7097363799893106,10.0,0.049683387233548704,0.4954242831753227,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.4954242831753227,1.0
